requirement_id,tender_id,requirement_text,requirement_category,requirement_subcategory,metric,minimum_value,maximum_value,unit,mandatory,required_document_type,validity_required,verification_type,severity_if_failed,difficulty_level,linguistic_variant
REQ-021375,TND-000819,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,EASY,4
REQ-021376,TND-000819,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,DATE_CHECK,LOW,EASY,3
REQ-021377,TND-000819,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,SEMANTIC_MATCH,HIGH,EASY,1
REQ-021378,TND-000819,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,1
REQ-021379,TND-000819,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,1
REQ-021403,TND-000821,The bidder shall hold an active GST registration.,GST,GST,GST,,,,True,GST Certificate,True,SEMANTIC_MATCH,CRITICAL,HARD,3
REQ-021404,TND-000821,A valid tax identity document is required for eligibility.,PAN,PAN,PAN,,,,True,PAN Document,False,CROSS_DOCUMENT,CRITICAL,HARD,3
REQ-021405,TND-000821,Relevant experience of 7 years or more shall be demonstrated through qualifying completion evidence.,Experience,Experience,Experience,7.0,,years,True,Experience Certificate,False,SEMANTIC_MATCH,CRITICAL,HARD,4
REQ-021406,TND-000821,Bidder must have a minimum average annual turnover of INR 15.1 crore during the last three financial years.,Financial,Financial,Financial,150800000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,CRITICAL,HARD,1
REQ-021407,TND-000821,The bidder shall submit authorization from the original equipment manufacturer.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,FIELD_MATCH,CRITICAL,HARD,4
REQ-021408,TND-000821,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,HARD,2
REQ-021409,TND-000821,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,DATE_CHECK,MEDIUM,HARD,1
REQ-021410,TND-000821,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,DATE_CHECK,MEDIUM,HARD,4
REQ-021411,TND-000821,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,DATE_CHECK,MEDIUM,HARD,1
REQ-021412,TND-000821,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,SEMANTIC_MATCH,LOW,HARD,2
REQ-021413,TND-000821,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,HARD,3
REQ-021414,TND-000821,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,9.0,,units,True,Supporting Document,False,CROSS_DOCUMENT,LOW,HARD,4
REQ-021415,TND-000821,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,MEDIUM,HARD,1
REQ-021416,TND-000821,Annual turnover shall be not less than INR 17.9 crore in the latest financial year.,Turnover,Turnover,Turnover,178600000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,LOW,HARD,2
REQ-021417,TND-000821,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,True,Supporting Document,False,DATE_CHECK,MEDIUM,HARD,3
REQ-021418,TND-000821,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,7.0,,units,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,HARD,1
REQ-021419,TND-000821,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,HIGH,HARD,4
REQ-021420,TND-000821,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,HARD,2
REQ-021421,TND-000821,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,FIELD_MATCH,MEDIUM,HARD,2
REQ-021422,TND-000821,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,9.0,,units,False,Supporting Document,False,CROSS_DOCUMENT,LOW,HARD,4
REQ-021423,TND-000821,Annual turnover shall be not less than INR 4.7 crore in the latest financial year.,Turnover,Turnover,Turnover,47200000.0,,INR,False,Financial/Turnover Document,False,DATE_CHECK,HIGH,HARD,2
REQ-021424,TND-000821,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,SEMANTIC_MATCH,MEDIUM,HARD,2
REQ-021425,TND-000821,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,FIELD_MATCH,HIGH,HARD,4
REQ-021426,TND-000822,The bidder shall hold an active GST registration.,GST,GST,GST,,,,True,GST Certificate,True,SEMANTIC_MATCH,CRITICAL,MEDIUM,4
REQ-021427,TND-000822,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,CROSS_DOCUMENT,CRITICAL,MEDIUM,4
REQ-021428,TND-000822,The bidder shall demonstrate a minimum of 6 years of relevant experience.,Experience,Experience,Experience,6.0,,years,True,Experience Certificate,False,DATE_CHECK,CRITICAL,MEDIUM,4
REQ-021429,TND-000822,Average annual turnover over the specified three-year period shall not be below INR 10.6 crore.,Financial,Financial,Financial,105500000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,CRITICAL,MEDIUM,1
REQ-021430,TND-000822,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,LOW,MEDIUM,1
REQ-021431,TND-000822,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,4
REQ-021432,TND-000822,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,4
REQ-021433,TND-000822,Annual turnover shall be not less than INR 4.1 crore in the latest financial year.,Turnover,Turnover,Turnover,40800000.0,,INR,True,Financial/Turnover Document,False,CROSS_DOCUMENT,HIGH,MEDIUM,4
REQ-021434,TND-000822,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,8.0,,units,True,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,2
REQ-021435,TND-000822,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,1
REQ-021436,TND-000822,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,2
REQ-021437,TND-000822,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,MEDIUM,MEDIUM,1
REQ-021438,TND-000822,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,2
REQ-021439,TND-000822,The bidder shall demonstrate latest-year turnover of at least INR 16.6 crore.,Turnover,Turnover,Turnover,166000000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,3
REQ-021440,TND-000822,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,LOW,MEDIUM,1
REQ-021441,TND-000822,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,THRESHOLD_CHECK,LOW,MEDIUM,4
REQ-021442,TND-000822,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,SEMANTIC_MATCH,MEDIUM,MEDIUM,2
REQ-021443,TND-000822,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,2
REQ-021444,TND-000822,Annual turnover shall be not less than INR 4.4 crore in the latest financial year.,Turnover,Turnover,Turnover,43900000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,MEDIUM,MEDIUM,1
REQ-021445,TND-000822,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,9.0,,units,False,Supporting Document,False,SEMANTIC_MATCH,LOW,MEDIUM,3
REQ-021446,TND-000822,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,MEDIUM,1
REQ-021447,TND-000822,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,1
REQ-021448,TND-000822,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,1
REQ-021449,TND-000822,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,HIGH,MEDIUM,4
REQ-021450,TND-000822,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,DATE_CHECK,HIGH,MEDIUM,3
REQ-021451,TND-000822,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,THRESHOLD_CHECK,LOW,MEDIUM,1
REQ-021452,TND-000822,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,MEDIUM,1
REQ-021453,TND-000822,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,DATE_CHECK,MEDIUM,MEDIUM,3
REQ-021454,TND-000822,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,5.0,,units,False,Supporting Document,False,FIELD_MATCH,MEDIUM,MEDIUM,2
REQ-021455,TND-000823,Documentary evidence of active GST registration shall be furnished.,GST,GST,GST,,,,True,GST Certificate,True,THRESHOLD_CHECK,CRITICAL,EASY,3
REQ-021456,TND-000823,The bidder must provide documentary evidence of PAN registration.,PAN,PAN,PAN,,,,True,PAN Document,False,THRESHOLD_CHECK,CRITICAL,EASY,1
REQ-021457,TND-000823,The supplier is required to provide evidence of at least 7 years of relevant experience.,Experience,Experience,Experience,7.0,,years,True,Experience Certificate,False,CROSS_DOCUMENT,CRITICAL,EASY,2
REQ-021458,TND-000823,Bidder must have a minimum average annual turnover of INR 16.5 crore during the last three financial years.,Financial,Financial,Financial,165100000.0,,INR,True,Financial/Turnover Document,False,SEMANTIC_MATCH,CRITICAL,EASY,4
REQ-021459,TND-000823,A valid OEM authorization is mandatory for the offered product.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,FIELD_MATCH,CRITICAL,EASY,1
REQ-021460,TND-000823,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,EASY,2
REQ-021461,TND-000823,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,DATE_CHECK,MEDIUM,EASY,1
REQ-021462,TND-000823,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,1.0,,units,True,Supporting Document,False,FIELD_MATCH,MEDIUM,EASY,3
REQ-021463,TND-000823,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,CROSS_DOCUMENT,MEDIUM,EASY,3
REQ-021464,TND-000823,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,FIELD_MATCH,HIGH,EASY,3
REQ-021465,TND-000823,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,THRESHOLD_CHECK,LOW,EASY,2
REQ-021466,TND-000823,The bidder shall demonstrate latest-year turnover of at least INR 7.5 crore.,Turnover,Turnover,Turnover,74800000.0,,INR,True,Financial/Turnover Document,False,FIELD_MATCH,LOW,EASY,1
REQ-021467,TND-000823,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,DATE_CHECK,HIGH,EASY,3
REQ-021468,TND-000823,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,LOW,EASY,3
REQ-021469,TND-000823,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,EASY,2
REQ-021470,TND-000823,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,DATE_CHECK,HIGH,EASY,2
REQ-021471,TND-000823,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,EASY,1
REQ-021472,TND-000823,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,CROSS_DOCUMENT,MEDIUM,EASY,2
REQ-021473,TND-000823,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,3.0,,units,False,Supporting Document,False,DATE_CHECK,LOW,EASY,2
REQ-021474,TND-000823,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,FIELD_MATCH,LOW,EASY,3
REQ-021475,TND-000823,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,LOW,EASY,3
REQ-021476,TND-000823,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,FIELD_MATCH,LOW,EASY,2
REQ-021477,TND-000823,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,False,Supporting Document,False,SEMANTIC_MATCH,LOW,EASY,4
REQ-021478,TND-000823,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,DATE_CHECK,MEDIUM,EASY,1
REQ-021479,TND-000823,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,DATE_CHECK,MEDIUM,EASY,1
REQ-021480,TND-000823,Technical capability relevant to the scope shall be established through supporting evidence.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,DATE_CHECK,HIGH,EASY,4
REQ-021481,TND-000823,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,CROSS_DOCUMENT,LOW,EASY,2
REQ-021482,TND-000823,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,EASY,1
REQ-021483,TND-000823,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,False,Supporting Document,False,FIELD_MATCH,HIGH,EASY,4
REQ-021484,TND-000823,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,DATE_CHECK,HIGH,EASY,1
REQ-021485,TND-000824,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,FIELD_MATCH,CRITICAL,HARD,2
REQ-021486,TND-000824,A valid tax identity document is required for eligibility.,PAN,PAN,PAN,,,,True,PAN Document,False,DATE_CHECK,CRITICAL,HARD,4
REQ-021487,TND-000824,The supplier is required to provide evidence of at least 2 years of relevant experience.,Experience,Experience,Experience,2.0,,years,True,Experience Certificate,False,DATE_CHECK,CRITICAL,HARD,1
REQ-021488,TND-000824,Bidder must have a minimum average annual turnover of INR 3.6 crore during the last three financial years.,Financial,Financial,Financial,35600000.0,,INR,True,Financial/Turnover Document,False,DATE_CHECK,CRITICAL,HARD,4
REQ-021489,TND-000824,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,LOW,HARD,2
REQ-021490,TND-000824,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,HARD,2
REQ-021491,TND-000824,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,DATE_CHECK,MEDIUM,HARD,1
REQ-021492,TND-000824,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,2.0,,units,True,Supporting Document,False,FIELD_MATCH,MEDIUM,HARD,3
REQ-021493,TND-000824,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,SEMANTIC_MATCH,HIGH,HARD,3
REQ-021494,TND-000824,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,FIELD_MATCH,LOW,HARD,1
REQ-021495,TND-000824,"Where startup benefits are claimed, supporting startup-status evidence shall be furnished.",Startup India,Startup India,Startup India,,,,True,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,HARD,4
REQ-021496,TND-000824,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,HIGH,HARD,3
REQ-021497,TND-000824,"Where MSME status is claimed, valid Udyam evidence shall be furnished.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,CROSS_DOCUMENT,HIGH,HARD,3
REQ-021498,TND-000824,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,HARD,4
REQ-021499,TND-000824,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,DATE_CHECK,HIGH,HARD,3
REQ-021500,TND-000824,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,FIELD_MATCH,MEDIUM,HARD,3
REQ-021501,TND-000824,Annual turnover shall be not less than INR 9.7 crore in the latest financial year.,Turnover,Turnover,Turnover,96900000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,HIGH,HARD,4
REQ-021502,TND-000824,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,4.0,,units,True,Supporting Document,False,THRESHOLD_CHECK,HIGH,HARD,2
REQ-021503,TND-000824,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,THRESHOLD_CHECK,MEDIUM,HARD,1
REQ-021504,TND-000824,"MSME classification, where applicable, shall be supported by registration evidence.",Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,SEMANTIC_MATCH,HIGH,HARD,2
REQ-021505,TND-000824,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,FIELD_MATCH,HIGH,HARD,1
REQ-021506,TND-000824,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,LOW,HARD,2
REQ-021507,TND-000824,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,THRESHOLD_CHECK,LOW,HARD,4
REQ-021508,TND-000824,The bidder shall demonstrate latest-year turnover of at least INR 15.5 crore.,Turnover,Turnover,Turnover,155200000.0,,INR,False,Financial/Turnover Document,False,FIELD_MATCH,MEDIUM,HARD,1
REQ-021509,TND-000825,Documentary evidence of active GST registration shall be furnished.,GST,GST,GST,,,,True,GST Certificate,True,THRESHOLD_CHECK,CRITICAL,HARD,2
REQ-021510,TND-000825,A valid PAN document shall be submitted.,PAN,PAN,PAN,,,,True,PAN Document,False,SEMANTIC_MATCH,CRITICAL,HARD,4
REQ-021511,TND-000825,The supplier is required to provide evidence of at least 5 years of relevant experience.,Experience,Experience,Experience,5.0,,years,True,Experience Certificate,False,SEMANTIC_MATCH,CRITICAL,HARD,4
REQ-021512,TND-000825,The supplier shall demonstrate average annual turnover of at least INR 9.3 crore for the preceding three financial years.,Financial,Financial,Financial,92600000.0,,INR,True,Financial/Turnover Document,False,THRESHOLD_CHECK,CRITICAL,HARD,2
REQ-021513,TND-000825,OEM authorization covering the offered product shall be valid on the bid date.,OEM Authorization,OEM Authorization,OEM Authorization,,,,True,OEM Authorization,True,THRESHOLD_CHECK,CRITICAL,HARD,2
REQ-021514,TND-000825,A bidder claiming startup status shall submit documentary proof of such status.,Startup India,Startup India,Startup India,,,,True,Supporting Document,False,DATE_CHECK,LOW,HARD,1
REQ-021515,TND-000825,Applicable social-security registration shall be supported with documentary evidence.,EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,DATE_CHECK,LOW,HARD,3
REQ-021516,TND-000825,The bidder shall demonstrate latest-year turnover of at least INR 5.8 crore.,Turnover,Turnover,Turnover,58300000.0,,INR,True,Financial/Turnover Document,False,DATE_CHECK,MEDIUM,HARD,1
REQ-021517,TND-000825,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,True,Supporting Document,False,DATE_CHECK,MEDIUM,HARD,2
REQ-021518,TND-000825,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,True,Udyam/MSME Certificate,True,FIELD_MATCH,HIGH,HARD,1
REQ-021519,TND-000825,The bidder shall provide a declaration of applicable local content.,Local Content,Local Content,Local Content,,,,True,Supporting Document,False,FIELD_MATCH,MEDIUM,HARD,2
REQ-021520,TND-000825,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,True,Supporting Document,False,CROSS_DOCUMENT,HIGH,HARD,2
REQ-021521,TND-000825,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,True,Supporting Document,True,THRESHOLD_CHECK,MEDIUM,HARD,2
REQ-021522,TND-000825,The bidder shall satisfy the tender-specific eligibility condition stated for this procurement.,Tender-specific,Tender-specific,Tender-specific,8.0,,units,True,Supporting Document,False,FIELD_MATCH,HIGH,HARD,2
REQ-021523,TND-000825,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,True,Supporting Document,True,FIELD_MATCH,MEDIUM,HARD,4
REQ-021524,TND-000825,The bidder shall demonstrate the technical capability necessary to perform the contract.,Technical eligibility,Technical eligibility,Technical eligibility,,,,False,Supporting Document,False,FIELD_MATCH,LOW,HARD,4
REQ-021525,TND-000825,The bidder claiming MSME status must submit its Udyam certificate.,Udyam/MSME,Udyam/MSME,Udyam/MSME,,,,False,Udyam/MSME Certificate,True,CROSS_DOCUMENT,HIGH,HARD,3
REQ-021526,TND-000825,"Where applicable, the bidder shall provide valid EPFO/ESIC registration evidence.",EPFO/ESIC,EPFO/ESIC,EPFO/ESIC,,,,False,Supporting Document,True,CROSS_DOCUMENT,HIGH,HARD,4
REQ-021527,TND-000825,The supplier shall provide evidence addressing the tender-specific qualification criterion.,Tender-specific,Tender-specific,Tender-specific,9.0,,units,False,Supporting Document,False,DATE_CHECK,LOW,HARD,4
REQ-021528,TND-000825,Local-content information relevant to the procurement shall be furnished.,Local Content,Local Content,Local Content,,,,False,Supporting Document,False,DATE_CHECK,MEDIUM,HARD,4
REQ-021529,TND-000825,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,HIGH,HARD,4
REQ-021530,TND-000825,"NSIC registration, where relied upon, shall be supported by evidence.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,SEMANTIC_MATCH,LOW,HARD,2
REQ-021531,TND-000825,The bidder shall submit the required legal and eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,CROSS_DOCUMENT,HIGH,HARD,2
REQ-021532,TND-000825,"Where NSIC benefits are claimed, valid NSIC evidence shall be submitted.",NSIC,NSIC,NSIC,,,,False,Supporting Document,True,DATE_CHECK,HIGH,HARD,3
REQ-021533,TND-000825,The bidder must furnish the applicable legal eligibility declaration.,Legal eligibility,Legal eligibility,Legal eligibility,,,,False,Supporting Document,False,SEMANTIC_MATCH,MEDIUM,HARD,1
REQ-021534,TND-000826,Valid GST registration is mandatory.,GST,GST,GST,,,,True,GST Certificate,True,SEMANTIC_MATCH,CRITICAL,EASY,1
REQ-021535,TND-000826,A valid PAN document shall be submitted.,PAN,PAN,PAN,,,,True,PAN Document,False,THRESHOLD_CHECK,CRITICAL,EASY,2
REQ-021536,TND-000826,The supplier is required to provide evidence of at least 5 years of relevant experience.,Experience,Experience,Experience,5.0,,years,True,Experience Certificate,False,THRESHOLD_CHECK,CRITICAL,EASY,2
REQ-021537,TND-000826,The supplier shall demonstrate average annual turnover of at least INR 3.1 crore for the preceding three financial years.,Financial,Financial,Financial,30900000.0,,INR,True,Financial/Turnover Document,False,DATE_CHECK,CRITICAL,EASY,4
